Time of Day,Process Name,PID,Operation,Path,Result,Detail
44:58.3,1.exe,4080,CreateFile,C:\Windows\SysWOW64\RTWorkQ.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.3,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\645a72a6-1657-53bb-d5e7-d6526033ef20,NAME NOT FOUND,Length: 528
44:58.3,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\6b4e98da-b103-588e-d0db-c7a111582066,NAME NOT FOUND,Length: 528
44:58.3,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\fbdc4594-a4a9-5f04-af86-7bd18a7938b9,NAME NOT FOUND,Length: 528
44:58.3,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\905a29f8-4571-4926-9be1-cbffce287814,NAME NOT FOUND,Length: 528
44:58.3,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\MMDevices\Audio\Render\{aab4bd70-e6bc-4d9a-9b10-262225ef9821},SUCCESS,Desired Access: Read
44:58.3,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\MMDevices\Audio\Render\{aab4bd70-e6bc-4d9a-9b10-262225ef9821}\Properties,SUCCESS,Desired Access: Read
44:58.3,1.exe,4080,RegQueryValue,"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\MMDevices\Audio\Render\{aab4bd70-e6bc-4d9a-9b10-262225ef9821}\Properties\{12d83bd7-cf12-46be-8540-812710d3021c},1",NAME NOT FOUND,Length: 12
44:58.3,1.exe,4080,CreateFile,C:\Users\vegetable\Desktop\AUDIOSES.DLL,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
44:58.3,1.exe,4080,CreateFile,C:\Windows\SysWOW64\AudioSes.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.3,1.exe,4080,Load Image,C:\Windows\SysWOW64\powrprof.dll,SUCCESS,"Image Base: 0x75070000, Image Size: 0x43000"
44:58.3,1.exe,4080,Load Image,C:\Windows\SysWOW64\umpdc.dll,SUCCESS,"Image Base: 0x76fb0000, Image Size: 0xd000"
44:58.3,1.exe,4080,CreateFile,C:\Windows\SysWOW64\WinTypes.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.3,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\4e7add1a-6945-435a-82b6-612688ba9f57,NAME NOT FOUND,Length: 528
44:58.3,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\767166e4-869c-5cc7-4f54-b13d12274111,NAME NOT FOUND,Length: 528
44:58.3,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\c9f9ecd3-6d24-46d8-b23f-37b53fa6447b,NAME NOT FOUND,Length: 528
44:58.3,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\9ac9593a-8e9e-5c4c-6407-43c56769851b,NAME NOT FOUND,Length: 528
44:58.3,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\d375f14e-9624-5a18-f53e-5bce2043a97f,NAME NOT FOUND,Length: 528
44:58.3,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\030fa765-f1ae-448e-955b-44d76073e1dc,NAME NOT FOUND,Length: 528
44:58.3,1.exe,4080,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Rpc\Extensions,REPARSE,Desired Access: Read
44:58.3,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\Rpc\Extensions,SUCCESS,Desired Access: Read
44:58.3,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\Rpc\Extensions\NdrOleExtDLL,SUCCESS,"Type: REG_EXPAND_SZ, Length: 24, Data: combase.dll"
44:58.3,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Audio\IsRunningInVM,NAME NOT FOUND,Length: 16
44:58.3,1.exe,4080,RegQueryValue,"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\MMDevices\Audio\Render\{aab4bd70-e6bc-4d9a-9b10-262225ef9821}\Properties\{b3f8fa53-0004-438e-9003-51a46e139bfc},22",NAME NOT FOUND,Length: 12
44:58.3,1.exe,4080,RegOpenKey,HKLM\Software\Microsoft\WindowsRuntime,SUCCESS,Desired Access: Read
44:58.3,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId,SUCCESS,Desired Access: Read
44:58.3,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Core.CoreWindow,SUCCESS,Desired Access: Read
44:58.3,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Core.CoreWindow\ActivationType,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.3,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Core.CoreWindow\Server,NAME NOT FOUND,Length: 144
44:58.3,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Core.CoreWindow\DllPath,SUCCESS,"Type: REG_SZ, Length: 70, Data: C:\Windows\System32\Windows.UI.dll"
44:58.3,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Core.CoreWindow\Threading,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.3,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Core.CoreWindow\TrustLevel,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.3,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Core.CoreWindow\CustomAttributes,NAME NOT FOUND,Desired Access: Read
44:58.3,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Core.CoreWindow\RemoteServer,NAME NOT FOUND,Length: 144
44:58.3,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Core.CoreWindow\ActivateAsUser,NAME NOT FOUND,Length: 16
44:58.3,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Core.CoreWindow\ActivateInSharedBroker,NAME NOT FOUND,Length: 16
44:58.3,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Core.CoreWindow\ActivateInBrokerForMediumILContainer,NAME NOT FOUND,Length: 16
44:58.3,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Core.CoreWindow\Permissions,NAME NOT FOUND,Length: 140
44:58.3,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Core.CoreWindow\ActivateOnHostFlags,NAME NOT FOUND,Length: 16
44:58.3,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\OLE\Diagnosis,REPARSE,Desired Access: Read
44:58.3,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\Ole\Diagnosis,NAME NOT FOUND,Desired Access: Read
44:58.3,1.exe,4080,CreateFile,C:\Windows\SysWOW64\Windows.UI.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.3,1.exe,4080,CreateFile,C:\Windows\SysWOW64\TextInputFramework.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.3,1.exe,4080,CreateFile,C:\Windows\SysWOW64\InputHost.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.3,1.exe,4080,CreateFile,C:\Windows\SysWOW64\CoreUIComponents.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.3,1.exe,4080,CreateFile,C:\Windows\SysWOW64\CoreMessaging.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.3,1.exe,4080,CreateFile,C:\Windows\SysWOW64\propsys.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.3,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\3720dda7-caea-4af3-a138-375aafc3f1d6,NAME NOT FOUND,Length: 528
44:58.3,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\ebadf775-48aa-4bf3-8f8e-ec68d113c98e,NAME NOT FOUND,Length: 528
44:58.3,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\32980f26-c8f5-5767-6b26-635b3fa83c61,NAME NOT FOUND,Length: 528
44:58.4,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\6e7b1892-5288-5fe5-8f34-e3b0dc671fd2,NAME NOT FOUND,Length: 528
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\NodeCLSIDs,SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\NodeCLSIDs\{13A7995E-7D8F-45B4-9C77-819265225763},SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\NodeCLSIDs\{95037DA1-6ED9-4B27-8CFF-9AD3DFB0B2F2},SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\NodeCLSIDs\{974BF3BF-C9AE-4476-8003-5FE544DF458C},SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\NodeCLSIDs\{D01BC8E2-70AD-4976-9612-21B37ED5C8E8},SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\NodeCLSIDs\{D7E9C0B4-0E4D-46B4-BC46-1D0222F92C6F},SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\NodeCLSIDs\{E5A8C40E-654B-44D4-ACBB-DBE6D3B3333B},SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\NodeCLSIDs\{FB02E8EF-ACFE-4CC0-96DF-8B5C7098272C},SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\Plugins,SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\Plugins\{47DEA830-D619-4154-B8D8-6B74845D6A2D},SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\Plugins\{47DEA830-D619-4154-B8D8-6B74845D6A2D}\FriendlyName,SUCCESS,"Type: REG_SZ, Length: 16, Data: Effects"
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\Plugins\{48501FF0-F6A9-11D2-9435-00A0C92A2F2D},SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\Plugins\{48501FF0-F6A9-11D2-9435-00A0C92A2F2D}\FriendlyName,SUCCESS,"Type: REG_SZ, Length: 10, Data: Bars"
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\Plugins\{93EB32F5-87B1-45AD-ACC6-0F2483DB83BB},SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\Plugins\{93EB32F5-87B1-45AD-ACC6-0F2483DB83BB}\FriendlyName,SUCCESS,"Type: REG_SZ, Length: 36, Data: EqualizerSettings"
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\Plugins\{AE7BFAFE-DCC8-4A73-92C8-CC300CA88859},SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\MediaPlayer\Plugins\{AE7BFAFE-DCC8-4A73-92C8-CC300CA88859}\FriendlyName,SUCCESS,"Type: REG_SZ, Length: 28, Data: VideoSettings"
44:58.4,1.exe,4080,RegOpenKey,HKCU\Software\Policies\Microsoft\WindowsMediaPlayer\,NAME NOT FOUND,Desired Access: Read
44:58.4,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UseDefaultBufferTime,NAME NOT FOUND,Length: 16
44:58.4,1.exe,4080,RegOpenKey,HKCU\Software\Policies\Microsoft\WindowsMediaPlayer\Protocols\,NAME NOT FOUND,Desired Access: Read
44:58.4,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UseMulticast,NAME NOT FOUND,Length: 16
44:58.4,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UseUDP,NAME NOT FOUND,Length: 16
44:58.4,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UseCustomUDPPort,NAME NOT FOUND,Length: 16
44:58.4,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UseTCP,NAME NOT FOUND,Length: 16
44:58.4,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UseHTTP,NAME NOT FOUND,Length: 16
44:58.4,1.exe,4080,RegOpenKey,HKCU\Software\Policies\Microsoft\WindowsMediaPlayer\Protocols\HTTP,NAME NOT FOUND,Desired Access: Read
44:58.4,1.exe,4080,RegCreateKey,HKCU\Software\Microsoft\MediaPlayer\Preferences\ProxySettings\,SUCCESS,"Desired Access: Read/Write, Disposition: REG_CREATED_NEW_KEY"
44:58.4,1.exe,4080,RegSetInfoKey,HKCU\Software\Microsoft\MediaPlayer\Preferences\ProxySettings,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
44:58.4,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646},NAME NOT FOUND,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646},SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\TreatAs,NAME NOT FOUND,Desired Access: Query Value
44:58.4,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\TreatAs,NAME NOT FOUND,Desired Access: Query Value
44:58.4,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\ActivateOnHostFlags,NAME NOT FOUND,Length: 16
44:58.4,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\(Default),BUFFER OVERFLOW,Length: 12
44:58.4,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\InprocServer32,NAME NOT FOUND,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\InprocServer32,SUCCESS,Desired Access: Read
44:58.4,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\InProcServer32\InprocServer32,NAME NOT FOUND,Length: 12
44:58.4,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\InProcServer32\(Default),BUFFER OVERFLOW,Length: 12
44:58.4,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\InProcServer32\ThreadingModel,SUCCESS,"Type: REG_SZ, Length: 10, Data: Both"
44:58.4,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\InprocHandler32,NAME NOT FOUND,Desired Access: Query Value
44:58.4,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\InprocHandler32,NAME NOT FOUND,Desired Access: Query Value
44:58.4,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\InprocHandler,NAME NOT FOUND,Desired Access: Query Value
44:58.4,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\InprocHandler,NAME NOT FOUND,Desired Access: Query Value
44:58.4,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\LocalServer32,NAME NOT FOUND,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\LocalServer32,NAME NOT FOUND,Desired Access: Read
44:58.4,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\AppID,NAME NOT FOUND,Length: 112
44:58.4,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\LocalServer,NAME NOT FOUND,Desired Access: Query Value
44:58.4,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\LocalServer,NAME NOT FOUND,Desired Access: Query Value
44:58.4,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\Elevation,NAME NOT FOUND,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{275C23E2-3747-11D0-9FEA-00AA003F8646}\Elevation,NAME NOT FOUND,Desired Access: Read
44:58.4,1.exe,4080,CreateFile,C:\Windows\SysWOW64\mlang.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.4,1.exe,4080,RegOpenKey,HKCU\Software\Microsoft\Windows Media\WMSDK\General,NAME NOT FOUND,Desired Access: Query Value
44:58.4,1.exe,4080,CreateFile,C:\Users\vegetable\Desktop\mfcore.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
44:58.4,1.exe,4080,CreateFile,C:\Windows\SysWOW64\mfcore.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.4,1.exe,4080,CreateFile,C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-CN_18362.16.53.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-CN\mfcore.dll.mui,NAME NOT FOUND,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
44:58.4,1.exe,4080,CreateFile,C:\Windows\SysWOW64\zh-CN\mfcore.dll.mui,NAME NOT FOUND,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
44:58.4,1.exe,4080,CreateFile,C:\Windows\System32\zh-CN\mfcore.dll.mui,NAME NOT FOUND,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
44:58.4,1.exe,4080,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\LanguageOverlay\OverlayPackages\zh-Hans,REPARSE,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\zh-Hans,NAME NOT FOUND,Desired Access: Read
44:58.4,1.exe,4080,CreateFile,C:\Windows\SysWOW64\zh-HANS\mfcore.dll.mui,NAME NOT FOUND,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
44:58.4,1.exe,4080,CreateFile,C:\Windows\System32\zh-HANS\mfcore.dll.mui,NAME NOT FOUND,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
44:58.4,1.exe,4080,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\LanguageOverlay\OverlayPackages\zh,REPARSE,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\zh,NAME NOT FOUND,Desired Access: Read
44:58.4,1.exe,4080,CreateFile,C:\Windows\SysWOW64\zh\mfcore.dll.mui,PATH NOT FOUND,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
44:58.4,1.exe,4080,CreateFile,C:\Windows\SYSTEM32\zh\mfcore.dll.mui,PATH NOT FOUND,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
44:58.4,1.exe,4080,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\LanguageOverlay\OverlayPackages\en-US,REPARSE,Desired Access: Read
44:58.4,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\en-US,NAME NOT FOUND,Desired Access: Read
44:58.4,1.exe,4080,CreateFile,C:\Windows\SysWOW64\en-US\mfcore.dll.mui,NAME NOT FOUND,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
44:58.4,1.exe,4080,CreateFile,C:\Windows\System32\en-US\MFCore.dll.mui,SUCCESS,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.4,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\540dc156-e9d6-42dc-a225-29794149a495,NAME NOT FOUND,Length: 528
44:58.4,1.exe,4080,CreateFile,C:\,SUCCESS,"Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
44:58.4,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\Ole\MaximumAllowedAllocationSize,NAME NOT FOUND,Length: 16
44:58.4,1.exe,4080,RegCreateKey,HKCU\Software\Microsoft\Windows Media,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: None 0x0, Disposition: REG_CREATED_NEW_KEY"
44:58.4,1.exe,4080,RegCreateKey,HKCU\Software\Microsoft\Windows Media\WMSDK,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: None 0x0, Disposition: REG_CREATED_NEW_KEY"
44:58.4,1.exe,4080,RegSetValue,HKCU\Software\Microsoft\Windows Media\WMSDK\General\UniqueID,SUCCESS,"Type: REG_SZ, Length: 78, Data: {6C053897-7722-4B8D-B133-E39E810A483C}"
44:58.4,1.exe,4080,RegSetValue,HKCU\Software\Microsoft\Windows Media\WMSDK\General\ComputerName,SUCCESS,"Type: REG_SZ, Length: 32, Data: DESKTOP-SLTEQRK"
44:58.4,1.exe,4080,RegSetValue,HKCU\Software\Microsoft\Windows Media\WMSDK\General\VolumeSerialNumber,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 2935435088"
44:58.4,1.exe,4080,RegOpenKey,HKCU\Software\Microsoft\MediaPlayer\Player\Settings,SUCCESS,Desired Access: Read/Write
44:58.4,1.exe,4080,RegDeleteValue,HKCU\Software\Microsoft\MediaPlayer\Player\Settings\Client ID,SUCCESS,
44:58.4,1.exe,4080,CreateFile,C:\Users\vegetable\Desktop\WINMM.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
44:58.4,1.exe,4080,CreateFile,C:\Windows\SysWOW64\winmm.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.4,1.exe,4080,CreateFile,C:\Users\vegetable\Desktop\WINMMBASE.dll,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
