Time of Day,Process Name,PID,Operation,Path,Result,Detail
47:57.3,1.exe,4296,RegSetInfoKey,HKLM\System\CurrentControlSet\Control\FileSystem,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:57.3,1.exe,4296,RegCloseKey,HKLM\System\CurrentControlSet\Control\FileSystem,SUCCESS,
47:57.9,1.exe,4296,RegOpenKey,HKLM\System\CurrentControlSet\Control\DeviceClasses\{6994ad04-93ef-11d0-a3cc-00a0c9223196}\Properties,NAME NOT FOUND,Desired Access: Query Value
47:57.9,1.exe,4296,RegOpenKey,HKLM\System\CurrentControlSet\Control\DeviceClasses\{6994ad04-93ef-11d0-a3cc-00a0c9223196}\Properties,NAME NOT FOUND,Desired Access: Query Value
47:57.9,1.exe,4296,RegOpenKey,HKLM\System\CurrentControlSet\Control\DeviceClasses\{6994ad04-93ef-11d0-a3cc-00a0c9223196}\Properties,NAME NOT FOUND,Desired Access: Query Value
47:57.9,1.exe,4296,RegOpenKey,HKLM\System\CurrentControlSet\Control\DeviceClasses\{6994ad04-93ef-11d0-a3cc-00a0c9223196}\Properties,NAME NOT FOUND,Desired Access: Query Value
47:57.9,1.exe,4296,RegOpenKey,HKLM\System\CurrentControlSet\Control\DeviceClasses\{6994ad04-93ef-11d0-a3cc-00a0c9223196},SUCCESS,Desired Access: All Access
47:57.9,1.exe,4296,RegCloseKey,HKLM\System\CurrentControlSet\Control\DeviceClasses\{6994ad04-93ef-11d0-a3cc-00a0c9223196},SUCCESS,
47:57.9,1.exe,4296,RegOpenKey,HKLM\System\CurrentControlSet\Control\DeviceClasses\{6994ad04-93ef-11d0-a3cc-00a0c9223196},SUCCESS,Desired Access: Query Value
47:57.9,1.exe,4296,RegCloseKey,HKLM\System\CurrentControlSet\Control\DeviceClasses\{6994ad04-93ef-11d0-a3cc-00a0c9223196},SUCCESS,
47:57.9,1.exe,4296,RegOpenKey,HKLM\System\CurrentControlSet\Control\DeviceClasses\{6994ad04-93ef-11d0-a3cc-00a0c9223196},SUCCESS,Desired Access: All Access
47:57.9,1.exe,4296,RegCloseKey,HKLM\System\CurrentControlSet\Control\DeviceClasses\{6994ad04-93ef-11d0-a3cc-00a0c9223196},SUCCESS,
47:57.9,1.exe,4296,RegOpenKey,HKLM\System\CurrentControlSet\Control\DeviceClasses\{6994ad04-93ef-11d0-a3cc-00a0c9223196},SUCCESS,Desired Access: Query Value
47:57.9,1.exe,4296,RegCloseKey,HKLM\System\CurrentControlSet\Control\DeviceClasses\{6994ad04-93ef-11d0-a3cc-00a0c9223196},SUCCESS,
47:57.9,1.exe,4296,RegQueryValue,HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName\ComputerName,SUCCESS,"Type: REG_SZ, Length: 32, Data: DESKTOP-SLTEQRK"
47:57.9,1.exe,4296,RegOpenKey,HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName,REPARSE,Desired Access: Read
47:57.9,1.exe,4296,RegOpenKey,HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName,SUCCESS,Desired Access: Read
47:57.9,1.exe,4296,RegSetInfoKey,HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:57.9,1.exe,4296,RegCloseKey,HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName,SUCCESS,
47:57.9,1.exe,4296,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Policies\Microsoft\WindowsStore,REPARSE,Desired Access: Read
47:58.1,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\System,REPARSE,Desired Access: Query Value
47:58.2,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\System,REPARSE,Desired Access: Query Value
47:57.3,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Safer\CodeIdentifiers,REPARSE,Desired Access: Query Value
47:58.6,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Safer\CodeIdentifiers,REPARSE,Desired Access: Query Value
47:58.1,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Explorer,REPARSE,Desired Access: Query Value
47:57.3,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display,REPARSE,Desired Access: Read
47:57.3,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display,REPARSE,Desired Access: Read
47:57.3,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display,REPARSE,Desired Access: Read
47:57.3,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display,REPARSE,Desired Access: Read
47:57.9,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\Windows NT\Rpc,REPARSE,Desired Access: Read
47:57.3,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings,REPARSE,Desired Access: Read
47:57.3,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings,REPARSE,Desired Access: Read
47:57.3,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings,REPARSE,Desired Access: Read
47:57.3,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings,REPARSE,Desired Access: Read
48:02.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\HTML Help\.HLP,NAME NOT FOUND,Length: 144
48:02.1,1.exe,4296,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\HTML Help,SUCCESS,Desired Access: Read
48:02.1,1.exe,4296,RegSetInfoKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\HTML Help,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
48:02.1,1.exe,4296,RegCloseKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\HTML Help,SUCCESS,
48:02.1,1.exe,4296,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\Help,NAME NOT FOUND,Desired Access: Read
47:57.7,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide\AssemblyStorageRoots,NAME NOT FOUND,Desired Access: Enumerate Sub Keys
47:57.7,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide\AssemblyStorageRoots,NAME NOT FOUND,Desired Access: Enumerate Sub Keys
47:57.7,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide,NAME NOT FOUND,Desired Access: Read
47:57.7,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide,NAME NOT FOUND,Desired Access: Read
47:58.6,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide,NAME NOT FOUND,Desired Access: Read
47:59.7,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide,NAME NOT FOUND,Desired Access: Read
48:01.5,1.exe,4296,RegSetValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Run\12,SUCCESS,"Type: REG_SZ, Length: 50, Data: C:\Windows\12.exe hlmrun"
48:01.5,1.exe,4296,RegCreateKey,HKLM\Software\WOW6432Node\Microsoft\windows\CurrentVersion\Run,SUCCESS,"Desired Access: Set Value, Disposition: REG_OPENED_EXISTING_KEY"
48:01.5,1.exe,4296,RegSetInfoKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Run,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
48:01.5,1.exe,4296,RegQueryKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Run,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
48:01.5,1.exe,4296,RegCloseKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Run,SUCCESS,
47:58.3,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\ProgramW6432Dir,BUFFER OVERFLOW,Length: 12
47:58.3,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\ProgramW6432Dir,SUCCESS,"Type: REG_SZ, Length: 34, Data: C:\Program Files"
47:58.3,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\ProgramFilesDir (x86),BUFFER OVERFLOW,Length: 12
47:58.3,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\ProgramFilesDir (x86),SUCCESS,"Type: REG_SZ, Length: 46, Data: C:\Program Files (x86)"
47:58.3,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\ProgramFilesDir,BUFFER OVERFLOW,Length: 12
47:58.3,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\ProgramFilesDir,SUCCESS,"Type: REG_SZ, Length: 46, Data: C:\Program Files (x86)"
47:58.1,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\KnownFolderSettings,NAME NOT FOUND,Desired Access: Query Value
47:58.1,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\KnownFolderSettings,NAME NOT FOUND,Desired Access: Query Value
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\StreamResourceType,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\StreamResource,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Stream,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Security,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Roamable,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\RelativePath,SUCCESS,"Type: REG_SZ, Length: 28, Data: AppData\Local"
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\PublishExpandedPath,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
47:58.1,1.exe,4296,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\PropertyBag,NAME NOT FOUND,Desired Access: Read
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\PreCreate,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\ParsingName,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\ParentFolder,NAME NOT FOUND,Length: 90
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Name,SUCCESS,"Type: REG_SZ, Length: 28, Data: Local AppData"
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\LocalRedirectOnly,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\LocalizedName,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\InitFolderHandler,NAME NOT FOUND,Length: 90
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\InfoTip,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Icon,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\FolderTypeID,NAME NOT FOUND,Length: 90
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Description,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\DefinitionFlags,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Category,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 4"
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Attributes,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091},SUCCESS,Desired Access: Read
47:58.1,1.exe,4296,RegQueryKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091},SUCCESS,"Query: HandleTags, HandleTags: 0x400"
47:58.1,1.exe,4296,RegCloseKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091},SUCCESS,
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\StreamResourceType,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\StreamResource,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Stream,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Security,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Roamable,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\RelativePath,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\PublishExpandedPath,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\PropertyBag,NAME NOT FOUND,Desired Access: Read
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\PreCreate,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\ParsingName,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\ParentFolder,NAME NOT FOUND,Length: 90
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Name,SUCCESS,"Type: REG_SZ, Length: 16, Data: Profile"
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\LocalRedirectOnly,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\LocalizedName,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\InitFolderHandler,NAME NOT FOUND,Length: 90
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\InfoTip,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Icon,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\FolderTypeID,NAME NOT FOUND,Length: 90
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Description,NAME NOT FOUND,Length: 144
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\DefinitionFlags,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Category,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 2"
47:58.1,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Attributes,NAME NOT FOUND,Length: 16
47:58.1,1.exe,4296,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173},SUCCESS,Desired Access: Read
47:58.1,1.exe,4296,RegQueryKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173},SUCCESS,"Query: HandleTags, HandleTags: 0x400"
47:58.1,1.exe,4296,RegCloseKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173},SUCCESS,
47:58.1,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions,SUCCESS,Desired Access: Read
47:58.1,1.exe,4296,RegSetInfoKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:58.1,1.exe,4296,RegQueryKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
47:58.1,1.exe,4296,RegCloseKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions,SUCCESS,
47:58.1,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions,SUCCESS,Desired Access: Read
47:58.1,1.exe,4296,RegSetInfoKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:58.1,1.exe,4296,RegQueryKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions,SUCCESS,"Query: HandleTags, HandleTags: 0x400"
47:58.1,1.exe,4296,RegCloseKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions,SUCCESS,
47:58.3,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\CommonW6432Dir,BUFFER OVERFLOW,Length: 12
47:58.3,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\CommonW6432Dir,SUCCESS,"Type: REG_SZ, Length: 60, Data: C:\Program Files\Common Files"
47:58.3,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\CommonFilesDir (x86),BUFFER OVERFLOW,Length: 12
47:58.3,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\CommonFilesDir (x86),SUCCESS,"Type: REG_SZ, Length: 72, Data: C:\Program Files (x86)\Common Files"
47:58.3,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\CommonFilesDir,BUFFER OVERFLOW,Length: 12
47:58.3,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\CommonFilesDir,SUCCESS,"Type: REG_SZ, Length: 72, Data: C:\Program Files (x86)\Common Files"
47:57.9,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Audio\IsRunningInVM,NAME NOT FOUND,Length: 16
47:58.0,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Audio\IsRunningInVM,NAME NOT FOUND,Length: 16
47:57.9,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Audio\DevApiIsRunningInVM,NAME NOT FOUND,Length: 16
47:57.9,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Audio\DevApiIsRunningInVM,NAME NOT FOUND,Length: 16
47:58.0,1.exe,4296,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Audio\DevApiIsRunningInVM,NAME NOT FOUND,Length: 16
47:57.9,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Audio,SUCCESS,Desired Access: Query Value
47:57.9,1.exe,4296,RegSetInfoKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Audio,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:57.9,1.exe,4296,RegCloseKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Audio,SUCCESS,
47:57.9,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Audio,SUCCESS,Desired Access: Query Value
47:57.9,1.exe,4296,RegSetInfoKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Audio,SUCCESS,"KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
47:57.9,1.exe,4296,RegCloseKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Audio,SUCCESS,
47:57.9,1.exe,4296,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Audio,SUCCESS,Desired Access: Query Value
